ne_name,top_keys
GPE,"[('政治', [('台灣', 232), ('中國', 152), ('美國', 102), ('台北', 43), ('台', 33), ('美', 23), ('緬甸', 21), ('北市', 18), ('花蓮', 17), ('臺灣', 15), ('美方', 14), ('日', 11), ('台北市', 10), ('中', 8), ('南非', 8), ('苗栗', 6), ('大陸', 6), ('中華民國', 5), ('日本', 5), ('桃園', 4), ('臺', 4), ('鴻海', 4), ('金門', 4), ('北所', 4), ('北市府', 4), ('亞亞', 4), ('台中', 4), ('裕隆', 3), ('台海', 3), ('澳門', 3), ('新北市', 3), ('法國', 3), ('泰國', 3), ('桂芝', 3), ('華民國', 3), ('北京', 3), ('新北', 2), ('新竹縣', 2), ('北', 2), ('台南', 2), ('北一女', 2), ('花蓮縣', 2), ('高雄', 2), ('中華人民共和國', 2), ('成都', 2), ('台獨', 2), ('韓', 2), ('中國福州', 2), ('彰化', 2), ('印太', 2)]), ('運動', [('台灣', 310), ('西班牙', 90), ('日本', 63), ('尼加拉瓜', 33), ('台北', 32), ('日', 22), ('韓國', 17), ('中國', 16), ('南非', 15), ('台', 13), ('美國', 11), ('英國', 10), ('大谷', 8), ('台灣隊', 8), ('台南', 8), ('澳洲', 7), ('南韓', 6), ('泰國', 5), ('美', 5), ('桃園', 5), ('中', 5), ('法國', 4), ('台東', 4), ('苗栗', 4), ('花蓮', 4), ('旅日', 3), ('西班牙隊', 3), ('韓', 3), ('台日', 3), ('巴黎', 3), ('馬來西亞', 3), ('沙國', 3), ('東京', 3), ('台北市', 3), ('韓籍', 2), ('捷克', 2), ('尼加拉', 2), ('旅美', 2), ('烏克蘭', 2), ('俄國', 2), ('葡萄牙', 2), ('摩洛哥', 2), ('烏拉圭', 2), ('巴拉圭', 2), ('墨西哥', 2), ('台南市', 2), ('松島', 1), ('雲豹', 1), ('關島', 1), ('長昱\u3000', 1)]), ('娛樂', [('台灣', 102), ('日本', 53), ('台北', 40), ('中國', 27), ('韓國', 20), ('南韓', 18), ('美國', 18), ('台', 17), ('香港', 15), ('山東', 8), ('木村', 6), ('北京', 6), ('泰國', 5), ('高雄', 4), ('日', 4), ('韓', 4), ('大陸', 4), ('台視', 4), ('越南', 3), ('曼谷', 3), ('家寧', 3), ('紐約', 3), ('東京', 3), ('新加坡', 3), ('大S', 3), ('台南', 2), ('富邦', 2), ('國城', 2), ('花蓮', 2), ('臺灣', 2), ('台中', 2), ('新墨西哥州', 2), ('俄羅斯富', 2), ('俄羅斯', 2), ('洛杉磯', 2), ('法國', 2), ('美', 2), ('加拿大', 2), ('張蘭', 2), ('南投', 1), ('新北', 1), ('屏東', 1), ('緬甸', 1), ('金城武', 1), ('歐巴', 1), ('楊宗諺', 1), ('曾國城', 1), ('中國大陸', 1), ('陸', 1), ('台美', 1)]), ('國際', [('美國', 398), ('緬甸', 132), ('中國', 105), ('台灣', 72), ('烏克蘭', 67), ('泰國', 52), ('美', 50), ('加拿大', 46), ('俄國', 45), ('曼谷', 39), ('日本', 34), ('南韓', 32), ('俄', 28), ('美方', 27), ('俄羅斯', 25), ('丹麥', 18), ('英國', 17), ('菲律賓', 15), ('以色列', 14), ('烏', 13), ('中', 12), ('越南', 11), ('沙國', 10), ('台', 9), ('印度', 8), ('雲南', 8), ('香港', 7), ('美股', 7), ('澳洲', 7), ('墨西哥', 7), ('奈比多', 7), ('格陵蘭', 7), ('加薩', 7), ('川', 6), ('法國', 6), ('烏俄', 6), ('盧比歐', 6), ('美烏', 6), ('菲', 5), ('北韓', 5), ('伊朗', 5), ('北京', 4), ('德國', 4), ('普', 4), ('瓦城', 4), ('巴基斯坦', 4), ('俄方', 4), ('歐洲', 3), ('東京', 3), ('瑞士', 3)]), ('地方', [('高雄', 36), ('花蓮', 35), ('台灣', 30), ('台中', 16), ('台南', 16), ('台中市', 15), ('桃園', 14), ('南投', 14), ('六福村', 12), ('中', 12), ('宜蘭', 11), ('嘉義', 11), ('基隆', 10), ('雲林', 10), ('屏東', 10), ('新竹市', 10), ('彰化', 9), ('日本', 9), ('苗栗', 9), ('桃園市', 9), ('澳門', 9), ('澎湖', 8), ('嘉義縣', 8), ('彰化市', 6), ('新北市', 6), ('台', 6), ('台南市', 6), ('北港', 6), ('基隆市', 5), ('高雄市', 5), ('新竹', 5), ('嘉義縣大埔鄉', 5), ('嘉義大埔', 5), ('日', 4), ('花蓮縣', 4), ('台東', 4), ('荷蘭', 4), ('台北', 4), ('南投縣', 3), ('中國', 3), ('中市', 3), ('印度', 3), ('緬甸', 3), ('湖口', 3), ('彰化縣', 3), ('臺南', 3), ('屏東縣', 3), ('曼谷', 3), ('梅山', 3), ('楠西區', 3)]), ('全部', [('台灣', 746), ('美國', 530), ('中國', 303), ('日本', 164), ('緬甸', 157), ('台北', 121), ('西班牙', 93), ('美', 82), ('台', 78), ('烏克蘭', 69), ('泰國', 65), ('花蓮', 58), ('南韓', 57), ('加拿大', 49), ('俄國', 47), ('曼谷', 45), ('日', 43), ('高雄', 42), ('韓國', 42), ('美方', 41), ('中', 38), ('尼加拉瓜', 33), ('英國', 30), ('俄', 29), ('台南', 28), ('俄羅斯', 27), ('南非', 24), ('香港', 24), ('桃園', 23), ('台中', 22), ('北市', 20), ('苗栗', 19), ('臺灣', 19), ('丹麥', 19), ('菲律賓', 17), ('台北市', 16), ('法國', 16), ('澳洲', 16), ('越南', 15), ('南投', 15), ('台中市', 15), ('以色列', 14), ('澳門', 13), ('宜蘭', 13), ('北京', 13), ('沙國', 13), ('烏', 13), ('大陸', 12), ('韓', 12), ('彰化', 12)])]"
PERSON,"[('政治', [('柯文哲', 110), ('傅崐萁', 89), ('卓榮泰', 79), ('賴清德', 75), ('蔣萬安', 67), ('劉世芳', 38), ('柯建銘', 37), ('川普', 32), ('郭智輝', 31), ('陳佩琪', 31), ('賴', 27), ('徐巧芯', 24), ('王世堅', 22), ('劉振亞', 22), ('蕭美琴', 15), ('區桂芝', 15), ('恩綺', 15), ('亞亞', 15), ('葉元之', 15), ('顧立雄', 14), ('黃國昌', 14), ('陳淑姿', 13), ('李慧芝', 12), ('韓國瑜', 12), ('卓揆', 12), ('朱立倫', 12), ('沈慶京', 12), ('沈伯洋', 12), ('曹興誠', 11), ('蘇意舜', 11), ('林宸頡', 10), ('賴清美', 10), ('馬文君', 10), ('蘇敬哲', 9), ('張元杰', 9), ('楊植斗', 9), ('鍾小平', 9), ('黃偉財', 8), ('楊岳達', 8), ('陳', 8), ('魏汶萱', 8), ('林佳龍', 7), ('吳思瑤', 7), ('許智傑', 7), ('立雄', 7), ('林秉州', 7), ('翁曉玲', 7), ('馮浩宇', 7), ('陳玉珍', 7), ('陳蜀強', 7)]), ('運動', [('陳傑憲', 125), ('林昱珉', 52), ('曾豪駒', 36), ('張育成', 35), ('李洋', 30), ('陳偉殷', 29), ('林郁婷', 29), ('江國豪', 29), ('王博玄', 28), ('林佳緯', 27), ('孫易磊', 25), ('林智勝', 24), ('徐若熙', 24), ('林子偉', 23), ('吳念庭', 23), ('林家正', 23), ('蔡其昌', 22), ('陳文杰', 22), ('林昀儒', 21), ('蔣少宏', 20), ('謝淑薇', 18), ('宋晟睿', 17), ('王齊麟', 17), ('張奕', 17), ('張建偉', 16), ('沙子宸', 16), ('陳柏毓', 16), ('陳子豪', 16), ('莊陳仲敖', 15), ('李雅英', 14), ('劉芝宇', 14), ('李宗賢', 14), ('李珠', 13), ('朱育賢', 13), ('林安可', 12), ('李相秀', 11), ('陳宇宏', 11), ('徐翔聖', 11), ('陳重羽', 11), ('曾峻岳', 10), ('伍祐城', 10), ('鄭宗哲', 10), ('郭俊麟', 10), ('辜仲諒', 10), ('林昀', 9), ('李珠珢', 9), ('大谷翔平', 9), ('高宇杰', 9), ('陳柏清', 8), ('林岳平', 8)]), ('娛樂', [('金賽綸', 177), ('金秀賢', 118), ('大S', 75), ('汪小菲', 61), ('具俊曄', 56), ('王大陸', 47), ('方大同', 41), ('張蘭', 35), ('郭泓志', 30), ('張綺云', 26), ('金秀', 25), ('徐熙媛', 25), ('黃子佼', 22), ('曾國城', 20), ('汪', 19), ('趙駿亞', 18), ('張學友', 17), ('卜學亮', 16), ('孫生', 16), ('薛凱琪', 15), ('熙媛', 15), ('韓星', 14), ('Andy', 14), ('許富凱', 14), ('姚元浩', 13), ('陳妍希', 13), ('陶晶瑩', 12), ('李鎮浩', 12), ('李多慧', 11), ('吳婉君', 11), ('蕭敬騰', 10), ('侯佩岑', 10), ('周杰倫', 9), ('孟耿如', 9), ('徐乃麟', 9), ('陳君豪', 9), ('曹雅雯', 9), ('賽綸', 8), ('吳', 8), ('杜力', 8), ('小S', 8), ('奧斯卡', 8), ('楊大正', 8), ('包偉銘', 7), ('家寧', 7), ('錢薇娟', 7), ('吳心緹', 7), ('林依晨', 7), ('陶喆', 7), ('林芯儀', 6)]), ('國際', [('川普', 295), ('普亭', 55), ('尹錫悅', 41), ('澤倫斯基', 28), ('杜特蒂', 27), ('哈瑪斯', 18), ('陳韋仁', 16), ('張永騰', 16), ('劉泳暐', 16), ('韋仁', 14), ('卡尼', 12), ('盧特尼克', 10), ('石破茂', 10), ('尹錫', 10), ('瓦爾茲', 10), ('赫格塞斯', 10), ('方基墨', 9), ('普', 9), ('黃仁勳', 9), ('張立德', 8), ('范斯', 8), ('黎安友', 8), ('伊瑪莫魯', 8), ('魏科夫', 8), ('拜登', 7), ('馬斯克', 7), ('陳毓麟', 6), ('闕帝慈', 6), ('馬克宏', 6), ('敏昂萊', 6), ('盧比歐', 6), ('巴拉爾', 6), ('胡塞', 6), ('星巴克', 6), ('林祐', 5), ('布克', 5), ('李威特', 5), ('林祐任', 4), ('曼德勒', 4), ('登', 4), ('吳連哲', 3), ('劉人豪', 3), ('邱楷雯', 3), ('卡尼（Mark Carney', 3), ('賴清德', 3), ('劉泳暐 ', 3), ('加巴德', 3), ('鄭義宣', 3), ('魏摩爾', 3), ('艾爾', 3)]), ('地方', [('黃仁勳', 22), ('黃偉哲', 13), ('林谷隆', 10), ('周春米', 10), ('余孟潔', 9), ('盧秀燕', 9), ('金秀賢', 8), ('陳可親', 7), ('黃富祺', 6), ('汪奕嘉', 5), ('布丁', 5), ('陳', 5), ('蕭美琴', 5), ('吳柔廷', 5), ('楊芯宇', 5), ('聖貝', 5), ('張麗善', 5), ('陳緗淇', 4), ('王勝炫', 4), ('劉啟宇', 4), ('蘇世偉', 4), ('陳勁曄', 4), ('黃鈺君', 4), ('蔣介石', 4), ('蘇俊賓', 4), ('丘尼', 4), ('蕭志遠', 3), ('張愷廷', 3), ('王郁文', 3), ('儒艮', 3), ('王夢婷', 3), ('吳', 3), ('張興傑', 3), ('徐誌謙', 3), ('何佩珊', 3), ('金賽綸', 3), ('金秀', 3), ('高雄', 3), ('王秀成', 3), ('于臻', 3), ('鄭艮祐', 3), ('周郁庭', 3), ('吳淑鳳', 3), ('陳淳禎', 3), ('曾如成', 3), ('陳柏璋', 3), ('林雅', 3), ('王', 3), ('吳郭魚', 3), ('林書弘', 2)]), ('全部', [('川普', 330), ('金賽綸', 180), ('金秀賢', 126), ('陳傑憲', 125), ('柯文哲', 110), ('傅崐萁', 89), ('卓榮泰', 85), ('賴清德', 84), ('大S', 75), ('蔣萬安', 72), ('汪小菲', 61), ('具俊曄', 56), ('普亭', 55), ('林昱珉', 52), ('王大陸', 47), ('方大同', 41), ('尹錫悅', 41), ('劉世芳', 40), ('柯建銘', 37), ('曾豪駒', 36), ('張育成', 35), ('張蘭', 35), ('郭智輝', 31), ('陳佩琪', 31), ('黃仁勳', 31), ('李洋', 30), ('郭泓志', 30), ('賴', 29), ('陳偉殷', 29), ('林郁婷', 29), ('江國豪', 29), ('王博玄', 28), ('金秀', 28), ('澤倫斯基', 28), ('蕭美琴', 27), ('林佳緯', 27), ('張綺云', 27), ('杜特蒂', 27), ('蔡其昌', 25), ('孫易磊', 25), ('徐熙媛', 25), ('徐巧芯', 24), ('林智勝', 24), ('徐若熙', 24), ('林子偉', 23), ('吳念庭', 23), ('林家正', 23), ('王世堅', 22), ('劉振亞', 22), ('陳文杰', 22)])]"
DATE,"[('政治', [('今天', 49), ('去年', 17), ('昨天', 17), ('今日', 11), ('今年', 10), ('兩天', 9), ('一天', 6), ('日前', 6), ('5年', 6), ('2日', 5), ('週二', 5), ('3月', 5), ('21日', 5), ('今', 5), ('25日', 5), ('2024年', 5), ('4月', 4), ('10天', 4), ('28日', 4), ('113年', 4), ('13年', 4), ('7年', 4), ('114年度', 4), ('今（19）日', 4), ('今（13）日', 4), ('9日', 3), ('週日', 3), ('2019年', 3), ('2023年', 3), ('兩年', 3), ('1日', 3), ('三天', 3), ('10日', 3), ('2個月', 3), ('2021年', 3), ('25）日', 3), ('四月', 3), ('8年', 3), ('去年底', 3), ('14年度', 3), ('去年12月', 3), ('上週', 3), ('6個月', 3), ('2017年', 3), ('七天', 3), ('1997年', 3), ('今（7）日', 2), ('今（6）日', 2), ('4日', 2), ('數十年', 2)]), ('運動', [('明年', 36), ('今年', 33), ('今天', 32), ('去年', 28), ('昨天', 12), ('今日', 10), ('2025年', 10), ('昨日', 7), ('2024年', 7), ('2日', 7), ('2026年', 7), ('10年', 6), ('2023年', 6), ('25日', 6), ('2022年', 5), ('2月', 5), ('明天', 5), ('2034年', 5), ('第二天', 4), ('2025', 4), ('2019年', 4), ('1月', 4), ('20多年', 3), ('2004年', 3), ('3月1日', 3), ('1日', 3), ('第一天', 3), ('20歲', 3), ('24歲', 3), ('21日', 3), ('一天', 3), ('今（23）日', 3), ('23歲', 3), ('5月', 3), ('今（26）天', 3), ('2月25日', 3), ('2030年', 3), ('兩天', 2), ('2013年', 2), ('6年', 2), ('今年球季', 2), ('第22年', 2), ('2015年', 2), ('21年', 2), ('1年', 2), ('上個月', 2), ('18日', 2), ('2天', 2), ('今（18）天', 2), ('今（17）日', 2)]), ('娛樂', [('今天', 25), ('今年', 23), ('去年', 22), ('6年', 14), ('10年', 12), ('2016年', 11), ('今日', 10), ('春節期間', 9), ('1年', 8), ('昨天', 8), ('2015年', 7), ('4月', 7), ('上個月', 7), ('一天', 6), ('13日', 6), ('2個月', 6), ('昨日', 6), ('一個月', 5), ('8年', 5), ('2018年', 5), ('3日', 5), ('5年', 5), ('2024年', 5), ('2020年', 5), ('2019年', 5), ('2017年', 5), ('2022年', 5), ('41歲', 5), ('3週年', 5), ('一年', 4), ('6月', 4), ('2021年', 4), ('去年底', 4), ('近日', 4), ('春節', 4), ('2日', 4), ('20年', 4), ('2025年', 4), ('7年', 3), ('52歲', 3), ('21天', 3), ('兩年', 3), ('五月天', 3), ('21日', 3), ('22年', 3), ('2年', 3), ('3天', 3), ('20年前', 3), ('多年', 3), ('3月28日', 3)]), ('國際', [('今年', 21), ('今天', 11), ('2月', 10), ('一天', 9), ('去年', 8), ('4月2號', 8), ('60天', 6), ('2天', 6), ('2號', 6), ('28日', 6), ('28號', 6), ('1號', 5), ('3月', 5), ('4月9號', 4), ('幾天', 4), ('4年', 4), ('當天', 4), ('4月10日', 4), ('3日', 4), ('4月2日', 4), ('30年', 4), ('昨天', 4), ('兩天', 4), ('24歲', 4), ('30號', 4), ('27號', 4), ('23號', 4), ('4月', 4), ('兩個月', 4), ('18號', 4), ('30天', 4), ('13號', 4), ('4日', 3), ('9日', 3), ('2日', 3), ('2020年', 3), ('4月1號', 3), ('去年4月', 3), ('1天', 3), ('8天', 3), ('2021年', 3), ('5年', 3), ('21號', 3), ('21日', 3), ('3月4日', 3), ('11日', 3), ('9個月', 3), ('52天', 3), ('未來4年', 2), ('10日', 2)]), ('地方', [('今年', 37), ('去年', 28), ('今天', 17), ('今', 7), ('一年', 7), ('第一天', 5), ('2024年', 5), ('2歲', 5), ('18歲', 4), ('（', 4), ('21日', 4), ('當天', 4), ('3月', 4), ('今年1月', 4), ('14日', 4), ('明年', 4), ('4日', 3), ('1年', 3), ('2月', 3), ('1個月', 3), ('28歲', 3), ('90歲', 3), ('8個月', 3), ('一天', 3), ('26歲', 3), ('百年', 3), ('過年前', 3), ('昨天', 3), ('75年', 3), ('4號', 3), ('27日', 3), ('春節', 3), ('3歲', 3), ('雙月', 3), ('5', 2), ('）日', 2), ('今（31）', 2), ('48年', 2), ('29號', 2), ('未來3到5年', 2), ('9日', 2), ('2年前', 2), ('昨（22）天', 2), ('21號', 2), ('2022年', 2), ('24歲', 2), ('114年', 2), ('20年', 2), ('6個月', 2), ('10號', 2)]), ('全部', [('今天', 134), ('今年', 124), ('去年', 103), ('昨天', 44), ('明年', 42), ('今日', 33), ('一天', 27), ('2024年', 22), ('2月', 22), ('兩天', 20), ('2日', 20), ('10年', 20), ('6年', 19), ('3月', 18), ('21日', 18), ('2016年', 18), ('4月', 17), ('2025年', 17), ('2022年', 15), ('今', 15), ('5年', 15), ('昨日', 15), ('2019年', 14), ('2天', 14), ('1年', 14), ('一年', 14), ('25日', 13), ('當天', 13), ('2021年', 12), ('上個月', 12), ('9日', 11), ('2023年', 11), ('1日', 11), ('28日', 11), ('14日', 11), ('2015年', 11), ('24歲', 11), ('春節期間', 11), ('日前', 10), ('2020年', 10), ('3日', 10), ('2個月', 10), ('7年', 10), ('8年', 10), ('2017年', 10), ('2號', 10), ('4日', 9), ('兩年', 9), ('4月2號', 9), ('13日', 9)])]"
